"","zip","Provider.ID","Hospital.Name","Address","City","State","County.Name","Phone.Number","Hospital.Type","Hospital.Ownership","Emergency.Services","Meets.criteria.for.meaningful.use.of.EHRs","Hospital.overall.rating","Hospital.overall.rating.footnote","Mortality.national.comparison","Mortality.national.comparison.footnote","Safety.of.care.national.comparison","Safety.of.care.national.comparison.footnote","Readmission.national.comparison","Readmission.national.comparison.footnote","Patient.experience.national.comparison","Patient.experience.national.comparison.footnote","Effectiveness.of.care.national.comparison","Effectiveness.of.care.national.comparison.footnote","Timeliness.of.care.national.comparison","Timeliness.of.care.national.comparison.footnote","Efficient.use.of.medical.imaging.national.comparison","Efficient.use.of.medical.imaging.national.comparison.footnote","Location","X","city","state","latitude","longitude"
"4022",82901,530011,"MEMORIAL HOSPITAL SWEETWATER COUNTY","1200 COLLEGE DRIVE","ROCK SPRINGS","WY","SWEETWATER",3073623711,"Acute Care Hospitals","Government - Local",TRUE,TRUE,"2","","Same as the national average","","Not Available","Results are not available for this reporting period","Same as the national average","","Below the national average","","Same as the national average","","Below the national average","","Same as the national average","","1200 COLLEGE DRIVE
ROCK SPRINGS, WY
(41.58406, -109.233578)",37595,"Rock Springs","WY",41.594542,-109.16304
"4023",82930,530032,"EVANSTON REGIONAL HOSPITAL","190 ARROWHEAD DR","EVANSTON","WY","UINTA",3077893636,"Acute Care Hospitals","Proprietary",TRUE,TRUE,"3","","Same as the national average","","Not Available","Results are not available for this reporting period","Same as the national average","","Same as the national average","","Same as the national average","","Above the national average","","Not Available","Results are not available for this reporting period","190 ARROWHEAD DR
EVANSTON, WY
(41.242222, -110.9896)",37601,"Evanston","WY",41.267546,-110.90607
"4024",83001,530015,"ST JOHNS MEDICAL CENTER","625 EAST BROADWAY","JACKSON","WY","TETON",3077333636,"Acute Care Hospitals","Government - Hospital District or Authority",TRUE,TRUE,"4","","Same as the national average","","Same as the national average","","Same as the national average","","Above the national average","","Same as the national average","","Above the national average","","Same as the national average","","625 EAST BROADWAY
JACKSON, WY
(43.479695, -110.749986)",37616,"Jackson","WY",43.468383,-110.75714
"4025",83101,531315,"SOUTH LINCOLN MEDICAL CENTER - CAH","711 ONYX STREET","KEMMERER","WY","LINCOLN",3078774401,"Critical Access Hospitals","Government - Hospital District or Authority",TRUE,TRUE,"Not Available","There are too few measures or measure groups reported to calculate a star rating or measure group score","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","711 ONYX STREET
KEMMERER, WY
(41.78958, -110.540607)",37623,"Kemmerer","WY",41.890875,-110.40687
"4026",83110,531313,"STAR VALLEY MEDICAL CENTER","901 ADAMS STREET","AFTON","WY","LINCOLN",3078855800,"Critical Access Hospitals","Government - Hospital District or Authority",TRUE,TRUE,"3","","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Same as the national average","","Above the national average","","Same as the national average","","Same as the national average","","Same as the national average","","901 ADAMS STREET
AFTON, WY
(42.71725, -110.931461)",37624,"Afton","WY",42.681301,-110.92196
"4027",83201,130028,"PORTNEUF MEDICAL CENTER","777 HOSPITAL WAY","POCATELLO","ID","BANNOCK",2082391446,"Acute Care Hospitals","Proprietary",TRUE,TRUE,"3","","Same as the national average","","Same as the national average","","Above the national average","","Same as the national average","","Same as the national average","","Above the national average","","Same as the national average","","777 HOSPITAL WAY
POCATELLO, ID
(42.872621, -112.4189)",37641,"Pocatello","ID",42.883214,-112.43968
"4028",83211,131304,"POWER COUNTY HOSPITAL DISTRICT","510 ROOSEVELT STREET","AMERICAN FALLS","ID","POWER",2082263200,"Critical Access Hospitals","Government - Hospital District or Authority",TRUE,TRUE,"Not Available","There are too few measures or measure groups reported to calculate a star rating or measure group score","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","510 ROOSEVELT STREET
AMERICAN FALLS, ID
(42.781902, -112.848285)",37649,"American Falls","ID",42.75159,-112.91931
"4029",83213,131324,"LOST RIVERS HOSPITAL","551 HIGHLAND DRIVE","ARCO","ID","BUTTE",2085278206,"Critical Access Hospitals","Government - Hospital District or Authority",TRUE,TRUE,"Not Available","There are too few measures or measure groups reported to calculate a star rating or measure group score","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","551 HIGHLAND DRIVE
ARCO, ID
(43.640553, -113.296269)",37651,"Arco","ID",43.65183,-113.31639
"4030",83221,131325,"BINGHAM MEMORIAL HOSPITAL","98 POPLAR STREET","BLACKFOOT","ID","BINGHAM",2087853804,"Critical Access Hospitals","Voluntary non-profit - Private",TRUE,TRUE,"4","This hospitals star rating only includes data reported on inpatient services","Same as the national average","","Not Available","Results are not available for this reporting period","Above the national average","","Same as the national average","","Same as the national average","","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","98 POPLAR STREET
BLACKFOOT, ID
(43.192952, -112.347442)",37657,"Blackfoot","ID",43.211238,-112.39454
"4031",83221,130067,"IDAHO DOCTORS HOSPITAL","350 N MERIDIAN STREET","BLACKFOOT","ID","BINGHAM",2087822900,"Acute Care Hospitals","Proprietary",FALSE,TRUE,"Not Available","There are too few measures or measure groups reported to calculate a star rating or measure group score","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","350 N MERIDIAN STREET
BLACKFOOT, ID
(43.196301, -112.356124)",37657,"Blackfoot","ID",43.211238,-112.39454
"4032",83252,131303,"NELL J REDFIELD MEMORIAL HOSPITAL","150 NORTH 200 WEST","MALAD","ID","ONEIDA",2087662231,"Critical Access Hospitals","Government - Local",TRUE,TRUE,"Not Available","There are too few measures or measure groups reported to calculate a star rating or measure group score","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","150 NORTH 200 WEST
MALAD, ID
(42.18983, -112.24941)",37679,"Malad City","ID",42.192579,-112.32902
"4033",83254,131316,"BEAR LAKE MEMORIAL HOSPITAL","164 SOUTH FIFTH STREET","MONTPELIER","ID","BEAR LAKE",2088471630,"Critical Access Hospitals","Government - Local",TRUE,TRUE,"Not Available","There are too few measures or measure groups reported to calculate a star rating or measure group score","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Same as the national average","","Above the national average","","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","164 SOUTH FIFTH STREET
MONTPELIER, ID
(42.316242, -111.300847)",37681,"Montpelier","ID",42.327996,-111.32637
"4034",83263,131322,"FRANKLIN COUNTY MEDICAL CENTER","44 NORTH FIRST EAST","PRESTON","ID","FRANKLIN",2088520137,"Critical Access Hospitals","Government - Local",TRUE,TRUE,"Not Available","There are too few measures or measure groups reported to calculate a star rating or measure group score","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Same as the national average","","Same as the national average","","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","44 NORTH FIRST EAST
PRESTON, ID
(42.097382, -111.874007)",37686,"Preston","ID",42.165399,-111.82369
"4035",83276,131309,"CARIBOU MEMORIAL HOSPITAL","300 SOUTH 3RD WEST","SODA SPRINGS","ID","CARIBOU",2085473341,"Critical Access Hospitals","Government - Local",TRUE,TRUE,"Not Available","There are too few measures or measure groups reported to calculate a star rating or measure group score","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","300 SOUTH 3RD WEST
SODA SPRINGS, ID
(42.652235, -111.613354)",37690,"Soda Springs","ID",42.693133,-111.57731
